Ora,Consumo_Elettrico_kWh,Consumo_Termico_kWh
145,5.519765588496847,8.72849938538055
146,6.563645743554621,7.703166528909437
147,2.526098578243836,12.202319007421746
148,2.3590867738314474,5.3868765744099925
149,6.0438831312337955,11.694328792942452
150,5.5939693464663724,12.05345840065899
151,5.5009857006917535,7.361068973346278
152,5.692896418993952,7.539014616602598
153,3.6399505568430186,9.330922956200794
154,5.464507394322007,10.846108631386661
155,5.586144946597362,9.541435024557323
156,3.571297163947264,11.300687380575638
157,8.731549022289514,15.288938957612197
158,5.947665841823575,8.476849692550859
159,2.617393005594703,4.854460087889739
160,6.313107217267659,12.47777074909196
161,3.050636659545357,15.049943727782589
162,6.574169207484904,11.178305089153373
163,7.317191158014808,6.736753973938995
164,3.358635363296579,9.628322910294397
165,6.926752258488643,6.644429547365103
166,5.825561853872997,11.928566481888843
167,6.64412031998898,5.946128791904696
168,8.793585965307894,9.0996136395154
169,4.509223767994259,6.986986521118281
170,3.492527671285021,10.380474055404886
171,3.2209711407489534,8.900974968586727
172,3.3683794300691234,10.530286309750792
173,4.845796581171792,10.067051664899097
174,5.682303949633288,7.0400229168276685
175,5.553381598660038,11.880631190587065
176,6.654366498072047,9.853703044470654
177,5.026003783755814,7.034412976402299
178,7.907068154314634,16.722779668617378
179,4.470686333524088,11.429290500151374
180,10.440338333179238,9.540218339802085
181,6.251334695530012,14.24561358010547
182,3.285684887167435,15.525446828159822
183,2.8582150038777754,9.563951733058344
184,5.96494483048637,11.042192459304285
185,4.553074429348298,7.035991545991177
186,6.428000988184184,9.558421747695965
187,5.94647524914709,9.402812338720391
188,4.854342174686255,10.554481100864962
189,3.30641256386319,10.99828143591103
190,1.9703055506282707,11.67948534648418
191,4.106970095865957,10.712927968899876
192,6.712797588646945,6.367772120112506
193,5.4281874882604075,7.184598682776745
194,2.508522442576024,8.360777141608981
195,5.346361851702364,9.153278224230313
196,5.770634759457674,13.15232287141634
197,3.2322851275977342,6.511183039441261
198,5.307450211891056,8.927754855487901
199,5.116417436892,12.85902849464215
200,2.714059404338754,9.100367576510163
201,5.715574720696567,11.381246949528473
202,6.121569052736469,9.58137387121629
203,7.166102486350554,10.770349771974168
204,7.1076041040698055,9.314582368571378
205,2.244661264085818,12.001196418185062
206,3.124349920169754,5.3648307777806945
207,6.0300705344173195,8.910063974834365
208,6.027571901824418,10.889718030082925
209,6.030095372612096,11.60108574401858
210,12.705462981309442,14.478857868261482
211,6.141781021386334,8.82692599940327
212,7.271131280361198,14.438445285582619
213,6.908003526986405,8.022928520020988
214,6.302782502611596,13.985939234633932
215,4.369461510719309,12.452401380095118
216,6.517938440986535,7.2596242611033315
217,3.4543495709248564,10.921117711755466
218,4.526362786519982,9.846292493403425
219,4.029272904341793,11.876753781025002
220,5.163748278772645,9.330185234700071
221,9.629317133347017,9.078261323014805
222,1.2654696148165039,14.107283748288554
223,6.372520380749027,9.703837316632981
224,1.7745682576206967,12.4792669725753
225,4.056136268421133,9.323945544867401
226,7.177901193934732,14.99998977768257
227,5.128560038190925,7.9649961119935195
228,2.8445104441413878,8.157569406258446
229,3.5693925814800638,14.573551543347708
230,6.359195497869352,8.665160827314242
231,3.5392667365657267,14.803222918493178
232,5.43291717916395,12.675521738784438
233,5.091143679807628,9.5360508803175
234,3.6967993047883656,4.5601195839485245
235,9.28788817865065,9.942045087184493
236,6.267838044636022,10.304890160600275
237,0.9497148266847857,13.501653199913118
238,5.3729086295388555,14.765341528720334
239,3.676427070463224,7.945038462568757
240,6.704866669592448,12.403545291964548
241,3.4149585231345987,12.296206468040047
242,4.770527117066202,13.220238107231335
243,6.0099745579609145,11.496069736406634
244,6.731510388340243,4.17250692711469
245,2.5994071858884475,9.53373270241672
246,4.330997528318103,6.5328772752492545
247,4.050109377678088,9.392182681245778
248,3.693341534852576,12.940012708401682
249,8.530908480562193,10.915452507624918
250,5.809963421921911,13.444272599192299
251,2.4782320913299096,11.025261762140618
252,6.835723894109552,6.105022180993292
253,9.244312394025266,2.4374589802817965
254,7.064930521102294,10.446426285038772
255,1.9612600680919732,9.358220600946504
256,4.031531854267497,7.069162781854354
257,7.533822298373245,4.898118251045866
258,3.5846610687624385,7.795770359581873
259,5.887638856292456,9.416525545405673
260,6.5492681068586736,11.99763347111917
261,3.1461390568438343,10.56589324470394
262,4.8809492878764,14.824201741518188
263,0.0,6.893187831863817
264,2.9512247173314203,12.643176676172299
265,4.494863697213679,10.141896229386184
266,2.504433636070301,12.084007372355753
267,8.26482260786327,8.69045541020337
268,2.1397172440787346,13.215041121671769
269,4.119911026606032,10.88567427503573
270,5.2614811545721825,7.961665045246752
271,7.8825465781322315,9.963927913260436
272,2.1282756976411212,9.2813324231887
273,7.326327504309919,11.46753505191338
274,5.020466122039174,6.460669751876474
275,3.036982697904098,9.911944893652917
276,5.924206948526542,11.185921757947993
277,5.39811939114694,10.0990699215791
278,3.799566245682411,14.040823733166988
279,5.139604169980037,12.322068322213157
280,4.22937280627648,9.97755760977776
281,5.227034690502496,10.65006729249302
282,6.324261349042093,10.886996654446
283,8.172033632290704,11.209898812500473
284,2.524369002346302,4.523026013006176
285,9.266066749312532,9.095421112691959
286,1.0958244009549962,5.546682795419721
287,4.6964298099288335,13.83484284237846
288,6.176634412969153,9.817451439991217
289,5.561983735470065,9.419977150961131
290,3.7546009603588124,12.690391996099706
291,4.5837554992854495,11.266974392349624
292,4.013998130682334,6.614096456862379
293,3.821270486111577,9.787283912417893
294,6.699204194042049,8.994499080320846
295,5.714030971930095,4.766401334181838
296,3.6141808094786914,7.929171300288386
297,6.799199750866501,9.449379033950603
298,5.614599041753219,9.655147205524472
299,6.62572423767792,5.553305728968074
300,6.259257683847224,13.454996749142428
301,3.3420099781558554,9.693690823325683
302,3.879637919606061,10.11265922998169
303,6.494587210246523,11.20192491501951
304,6.22074053086693,7.635771238288987
305,4.958196812071704,11.36906791939809
306,5.234654766617564,8.898776061945451
307,7.55532979157685,7.310243378058425
308,3.8168572223283403,11.720342480066197
309,6.094194762340075,14.475021576405423
310,4.595614695132212,12.174488120457495
311,4.56463759354556,12.768932695421292
312,7.19755370397438,8.438108180313103
313,6.6508326979760595,5.207140812494631
314,6.627019272001277,14.470412566299522
315,7.610957614308658,16.16354466821428
316,5.042007683265518,14.628420321309047
317,6.363905942589928,8.99264218306075
318,4.379466486813088,6.536096983813467
319,5.648332704976884,6.8029519065413
320,4.739713891264631,4.9488022971578545
321,5.193991929985437,9.677864144769863
322,6.190314050873827,14.817033874247365
323,3.3635586335330547,9.575012104383271
324,9.184774551370921,10.906968701044825
325,2.987965237000596,14.126790892912625
326,2.5716227744245357,8.7877140645028
327,7.316221747000135,16.106594370158785
328,6.583325387925871,15.97628322249236
329,6.24823963410431,9.606665983958552
330,6.25669101852856,8.267397207942361
331,4.975506454306171,12.09171413917094
332,3.2054912570283367,8.957425172443426
333,5.151609116387453,6.530334348797991
334,3.6456765769757764,13.843715960568941
335,6.9502394668355025,13.649342161831239
336,4.705885236995723,10.466534811290682
337,3.349005606414977,6.211405738815467
338,4.357228316694013,6.311421246347842
339,5.825862908551248,10.321687865257458
340,3.8725508943920506,8.500386896484903
341,3.3555592088671373,8.976721203575176
342,5.487374422983825,13.06588946518001
343,5.4899331422174455,12.199537952267672
344,3.9861136492577405,14.13442804149284
345,4.057923388763355,7.028130329868227
346,5.464099874715273,8.970425293939865
347,2.1038313170053518,12.276945086380337
348,2.1850724512468895,11.344235023038674
349,3.563111557495128,14.597141147762866
350,4.573105696576306,11.261610117712207
351,5.621815131196009,15.544327312316657
352,7.950712433899104,11.620053405169422
353,6.7153192464040385,13.18650234276598
354,4.680122940073145,9.029455159646629
355,4.961967584194622,10.042861635651967
356,2.9949412707243823,12.732833211518425
357,4.96297372801522,14.838934511779163
358,4.422682722159723,12.187710847932259
359,5.645437120676179,9.750484684196142
360,3.345538112895354,14.132005088585025
361,6.038693028482345,3.4240640311603574
362,8.065477826005155,5.7332964954793795
363,4.782479703086285,12.044902671005167
364,5.8034234441978825,10.042325068759375
365,6.380287983422225,11.816540953372495
366,4.197559056228328,10.193222567295827
367,5.448184963620833,11.712837083811618
368,5.02518480156359,7.556791537020429
369,5.195352197097663,11.711458258239073
370,3.4539804322890673,12.983243584622754
371,5.049020348517885,13.661651811793698
372,5.9959965824909,16.040662883946098
373,7.902287215590084,10.73229533050716
374,6.918541652170414,10.821733260541537
375,9.306364915023114,5.4304826074784565
376,3.465304874223901,8.405765796584724
377,6.744641273441356,9.420753777980162
378,5.366684011476703,13.150958656829065
379,9.379605866435345,8.166996627731113
380,3.383403429289697,12.389020059246498
381,3.3205563156384477,9.99513484910986
382,3.8012147091119557,9.468495654655714
383,0.7522085513803862,10.746681907399768
384,3.948489956638478,8.826530883241473
385,3.481734676892604,8.712888255722003
386,5.300787572952415,4.885642282629656
387,5.683511951554319,9.256137378016332
388,8.752341678431772,8.56009556155382
389,6.9008476763721,8.452057031952762
390,3.8461926886751936,11.250619187770122
391,3.203170657303284,11.97589585837153
392,5.983838343013011,10.696583513926983
393,2.3595335859587157,12.986245571348423
394,8.662917531708707,11.726685777491095
395,7.358880241442574,9.114831430583074
396,4.06164869579059,8.61143114285686
397,1.573730941818245,10.938466710300538
398,7.707744748330826,11.721301329705703
399,4.770920309494764,14.193532921094494
400,7.4756326239469235,13.573519134820287
401,1.8111446824112658,8.375580980478492
402,3.8012499540924543,9.693981159618215
403,5.010487399436366,12.01305341475331
404,5.093961187529484,13.203993334176916
405,4.099869057041513,12.816908406114376
406,6.2456998646949975,9.80836650150596
407,2.8647591412348112,6.2379320427144505
408,4.715241029957413,7.003190871263226
409,5.240591263423798,10.817900542958244
410,6.028877668117498,11.026676738273036
411,6.423229756177779,6.703961879696845
412,2.7507158163242615,10.133708832667814
413,1.9317716585287554,11.89367307091535
414,7.555353643797018,6.546320027478568
415,5.6646280239591835,13.314991605413244
416,3.5030269268868928,8.867406554320524
417,8.102303951045046,13.772839337729952
418,5.231349268585717,8.3996426626723
419,7.358594368127653,6.920123551347463
420,5.135036962820218,8.625589030474842
421,9.121495849763974,9.71455563076804
422,8.510681684886409,8.834560279685558
423,4.502071703041853,9.35199573528066
424,6.943141901908711,11.00189544902857
425,6.290751899170295,9.486461890610801
426,7.737263115064698,9.80166281814398
427,3.070153078839791,4.8723208023922115
428,6.372102919996879,11.175094048031418
429,7.116848973699176,9.732390106924996
430,1.4825210271537714,14.830878941448614
431,2.63348297466845,7.181304498238125
432,0.9215356444797989,4.575114014501457
433,4.461186331110884,11.854205481790126
434,6.435084511591924,11.039581054939001
435,8.004714104192056,6.974700938406563
436,5.14818956083955,5.410753134987726
437,8.257231091142584,14.61219019205287
438,2.2397970835702172,14.242331171820346
439,1.5932351212896907,2.5376297238816115
440,4.888904602206763,8.625330912230497
441,5.768130897878614,14.992576164351698
442,4.934610503811814,8.5718123266664
443,0.8651157999202468,8.528163297920042
444,4.821759920974423,9.151722017111895
445,2.3910609989902936,6.637309078695522
446,6.339345097660077,4.885672767315867
447,5.733196492193697,13.157641932204246
448,3.1202404273452897,4.471189281256973
449,3.972266165326613,10.741814356326268
450,2.881572956222097,12.65973847827295
451,4.874641805453656,5.646321103296525
452,6.910284641002477,7.227194792214785
453,3.0285479073289125,13.63953756517477
454,6.008093031035688,11.59867516068112
455,3.9394847632551184,8.148142879363338
456,3.4142543354753117,13.606747010083513
457,4.785939280090885,13.619607170362908
458,2.929515355161252,10.807158079047122
459,3.892701389305636,7.299519316379011
460,2.604244214822303,8.759653889584614
461,8.929450265832779,10.85916023186617
462,5.070527103943458,9.434215512557536
463,3.6005489840148286,12.816871534704553
464,5.427959821468444,5.410677759671991
465,4.77534390061834,5.517209412801284
466,4.558060800933554,10.542613334447298
467,6.22833340008685,8.525366758579286
468,6.51501542009461,8.118854155906778
469,3.938997704778945,4.695829842476808
470,3.8483635187106398,10.058637534394546
471,4.449896605696712,9.841734675997703
472,0.39615767052883033,11.960436945855221
473,1.9696178756028955,10.206718399362916
474,7.733748534889049,9.60218776527851
475,8.289935427002568,13.53100191037101
476,4.501927920887243,6.06259808965435
477,6.153113926111533,11.609167656542729
478,5.622500309087072,4.986558505613953
479,11.157761616910475,7.4849143599975765
480,7.2391498228691535,6.362028602130058
481,4.744164817038467,12.345827606355755
482,3.0889191187991485,9.803769299213817
483,1.787107359484855,9.959490266221069
484,5.406927271734446,6.679801036811647
485,3.487298509431393,9.100919512201333
486,2.1554925808046517,7.709604090072665
487,3.7068542315149466,11.150365044562648
488,2.83690399277121,7.026726594005159
489,8.37428327014513,13.989383095615228
490,6.763279513898901,4.973258651127717
491,4.9840547173667655,7.580440502630315
492,7.959888277780052,15.031601529898289
493,5.154736615295237,8.694583756113897
494,3.2774315973434724,6.055364006786764
495,8.046248154539315,10.657214687613006
496,6.077820087369317,8.573823273356373
497,2.925507691347087,7.492389233145083
498,4.619322643832784,6.712387567603848
499,3.2487634932304856,18.30512081687783
500,2.234400538071328,9.245344299447591
501,6.852355095063283,4.223297919001369
502,8.818833280940261,14.481129277016603
503,2.2028648523617176,11.833212715331712
504,6.125938473381142,7.700600706940637
505,3.698714861756346,7.200642733941574
506,4.0257492324706075,12.020418388474692
507,3.8152121515222617,9.259245017531637
508,3.2720184606403677,4.222066544664696
509,5.097043255889654,15.361719893814005
510,3.3380997671779244,8.698028613352129
511,5.540913651559678,14.48671520944728
512,4.899523781101726,13.835304873897146
513,4.522103906267181,6.996971366551557
514,3.1848726759168042,13.099569593089443
515,3.8464573388633347,8.045672350408957
516,6.510782451651512,4.3998982395881745
517,6.0018343752487615,8.726205501933572
518,3.044889510402898,11.192912505328836
519,5.198664610858452,8.611790056010987
520,6.502774246743578,9.078854977224696
521,1.6611894377572565,13.430698134785839
522,6.08672038475987,10.319481940870276
523,3.674752482108307,7.470105066145143
524,6.141197337186319,12.10609097100198
525,3.4734816869149663,10.593026700862735
526,1.390235798670962,2.4351855956138717
527,1.7449151242336747,11.285058741314346
528,5.096169893322764,11.175486123148305
529,5.519445003442963,10.06036338874258
530,3.191366749791183,12.675101743208725
531,6.277184917554748,7.982819247020494
532,1.6769598754620803,11.009499366462702
533,4.867840402705367,5.299121886497941
534,2.5779676004750867,11.221271150196495
535,3.696327784395682,15.85917908661969
536,5.094797342632828,7.015430942597376
537,3.2791732694320954,7.720593604036674
538,4.230888911540349,7.869953671325343
539,7.012585618428881,10.389994677404786
540,3.8462162609537023,6.810891181438846
541,6.671384224130284,11.26374213607294
542,2.740586290684764,12.540519836407496
543,6.059608355830566,11.603041640361353
544,7.883137241315801,4.694753723085783
545,0.056710999745421375,12.98550299547582
546,3.406209489059046,12.81210224276104
547,6.15414425436108,12.490484117038914
548,4.593909227914015,11.118526745967475
549,5.742291746742618,10.660567942615398
550,3.792029626568359,13.09716819437919
551,5.1731795749458,15.770540462810363
552,4.688645529215841,7.14087860990545
553,7.335564123319615,13.234376187384315
554,5.508841686602426,9.741348705977641
555,5.675205324150404,9.610980843914199
556,4.1762460677550655,5.390407928853885
557,4.024787551855013,9.145631771453814
558,4.134883624360758,7.0082051260947535
559,5.788904284756594,8.608436711482163
560,4.158031038359474,6.705440848665551
561,5.579549713792826,8.65327483806098
562,9.150801597290878,8.78166892892979
563,6.742249406863385,10.2902647553164
564,4.347952935664318,5.1557504131260075
565,7.40242784432789,5.66344555676403
566,4.183849253956897,11.08574281219158
567,0.9237509296442923,7.607685648789703
568,2.983827378165192,13.223589370689794
569,1.2584161579482886,10.67580916604514
570,4.296973031917383,11.820286450619221
571,5.036836758379104,14.232076961262685
572,8.352874624550566,9.070867564580283
573,5.653854747528325,8.276539883751173
574,4.561798942382271,12.61510775679644
575,6.658811162366979,11.528540691789058
576,0.5777293819842297,9.438009070536097
577,5.471229116217132,14.174373900867828
578,6.541730387773933,9.363267070480209
579,2.042827508440317,10.098320912667344
580,7.287508086413858,10.063667952502776
581,5.676992814988829,7.196218315304587
582,4.169424172198397,10.232756168459172
583,6.26556373221257,14.190280532195473
584,9.541385715608792,11.334904946128528
585,5.36373251011699,10.093190279196794
586,5.496441172600672,9.514698156502993
587,4.081278200919511,10.992601085219054
588,3.3003112610704166,12.249299885467554
589,6.660671633088491,11.827716492669259
590,3.2878323481822656,9.004405414534062
591,5.143132474438785,10.974344782330343
592,4.044685106469767,11.439819223444836
593,5.957959651492784,6.978415037419065
594,5.667324210573897,10.504691623551084
595,7.075079888515798,3.516088341092914
596,3.979967202290506,11.447601129463555
597,4.460250129413257,11.981029163688046
598,3.042472568435385,12.242638377359379
599,4.111413479847776,8.814859443491297
600,5.754600986089704,10.927140505072105
601,6.513977233290704,14.2718615366235
602,3.1556693516447494,14.241308944873776
603,6.73921184021132,9.912481902320318
604,7.711275717609902,10.417958892188679
605,5.826869806447402,13.332733434203298
606,8.753591625116131,5.4975939542134755
607,3.452421601792854,9.030772771968927
608,2.510690593377166,14.006711366610268
609,1.4425595021914428,12.925601625054298
610,7.9920886229783665,11.107791332949715
611,6.308731312708115,5.482502784008139
612,4.8888306581790895,9.850269300876514
613,5.5599372526396404,8.2302538112502
614,2.749021905403247,10.993116708451641
615,9.891503959233653,7.571959945615359
616,5.258442363950455,6.922829815076177
617,5.218789589209786,3.8054041669490752
618,6.451533247797384,13.665414054930103
619,5.962018463473426,8.800688465670827
620,5.447768048558263,10.471437351107603
621,3.4190510891093764,9.993285650577457
622,5.942936714271991,6.797698201118502
623,8.764048992950068,6.2228052656554205
624,7.690840092309955,6.984054622008293
625,8.186373253278795,7.830494683511821
626,3.9775686471376295,11.099818741041414
627,3.020790359482838,7.612847009438166
628,4.748426159800704,15.239471894783865
629,5.111449824577389,13.081453107679453
630,7.188383036941897,12.425078648997125
631,1.6150707405703613,9.641023292580549
632,8.059100638921228,14.542842207161451
633,4.683984202842021,9.345983106636627
634,4.14623786010516,9.906215757537261
635,2.975791249479665,10.509923619247807
636,1.6902866562684613,12.105469121630032
637,6.646341167923829,11.910724237008957
638,5.146635934376808,8.57462416466619
639,2.4200782005178922,8.401018841722138
640,2.409842455872768,11.919708871456253
641,4.328430601419743,12.145709751673698
642,8.338043050578786,8.819946625531381
643,4.48081729727279,5.238435790964639
644,1.9937140937637876,9.378051711975266
645,4.508513871828112,11.870577396477575
646,4.454552860504659,15.416250539259341
647,0.0,6.406126112978014
648,4.8914102669643755,8.72028624150828
649,4.538130939582644,8.83178931542387
650,6.3924127296268365,14.067416018294503
651,8.69791218989069,9.895175498624102
652,7.253130059095515,7.278020321883203
653,4.462222618890339,11.676085848765457
654,2.7869481825166593,8.786084439877161
655,10.14671960649972,6.326838179926137
656,5.118436868028977,7.321680078171548
657,5.027858583825893,15.202125863267858
658,4.951749825779993,11.152627664948387
659,5.39616952153571,10.323280166357629
660,4.711279176152115,9.250318792563862
661,3.8526759862395275,10.876446526356396
662,3.9062821175192157,10.840707838007482
663,4.934493459568003,10.876506484621979
664,3.91315045773247,10.344535270833259
665,3.5743084346456713,12.606395014916648
666,5.212860455383794,10.069313038002193
667,4.490045565158289,7.066183493342084
668,8.007985977165378,8.162731327297395
669,0.0,4.062943919530863
670,7.1830137038449235,16.080451348127177
671,7.492170384995259,12.58826377585806
672,0.8532195351837011,7.509788514612289
673,4.314624811839303,9.1544654518087
674,4.257118268008417,8.0893705773807
675,2.1849766105643575,14.627641634122352
676,3.444366624818249,5.740368507187213
677,2.7788483090683425,10.343428176456339
678,8.504540886847245,9.674416472305456
679,6.871356786294922,12.480515892127343
680,7.543110189988317,9.687972316825915
681,6.44334412808647,4.725373370033695
682,2.7418964575655416,9.246646496072678
683,3.9509594674404527,7.083513346170025
684,5.978749122455836,10.238738639669682
685,2.5557443822161092,14.30253110956098
686,6.425996860344776,4.781724267303165
687,4.5193492036837295,7.599331793800289
688,4.250358384900805,8.341921138649509
689,6.421919936406983,8.855106713760366
690,5.88852662297208,12.220376992315732
691,4.278067668361841,9.479366747315838
692,7.318659606728496,11.247408177161336
693,2.8378733448002054,8.122680868804672
694,6.231871213888527,10.689773036253813
695,6.186202515936768,12.333392892633144
696,4.38090712137202,7.803101350788735
697,5.652266044484236,12.344074359419544
698,2.497772847229394,10.157118306182705
699,6.848054038413802,13.136380721446757
700,4.630195727114022,9.395740299769079
701,3.954553958961921,11.143733965486296
702,7.098018451673779,9.87818130496441
703,3.5913126189144817,9.711363213878263
704,2.1830774072728807,10.776791284677069
705,1.8867416529521925,11.610422407674712
706,6.21201990269128,6.251305264227985
707,2.439141295007434,14.300900826453633
708,8.50958836396873,4.421010878350605
709,0.8361411842325559,7.945563670783312
710,8.392912736580076,9.717192787705297
711,5.422034934405237,11.237067907257844
712,4.806573776259215,14.728517583224136
713,3.9101618263821005,4.425125535324678
714,5.798272228704142,8.476917614830867
715,4.9247305951503035,3.619499536602204
716,7.2066037640330425,10.094865921730744
717,5.228455297324079,10.815050753500092
718,5.300603522923756,14.772387226513757
719,4.272775575572288,10.361904282680362
720,4.886108752557865,13.132075388327138
721,5.615603537784119,11.751511244617177
722,1.5796632146867489,8.694255408984494
723,2.303629155788574,5.773117759623882
724,6.48652818804543,10.825006894875433
725,5.341730876255884,5.523693948563908
726,4.632033327294642,13.885621218008932
727,5.036867866130787,9.513813693889528
728,5.695163410723342,13.585532234534249
729,3.920480639381277,8.559356697602801
730,3.4433905491953745,10.806552359202975
731,5.391690510195363,10.628046572004067
732,3.0432544447699357,9.864867645967228
733,5.816505511428944,8.702021459810224
734,1.5948327915243192,11.177368055411561
735,7.058311274651287,7.221510209550376
736,5.9451949648260864,6.3716940131228235
737,5.5120594686277515,13.728480679980482
738,6.965381967891028,12.181503966676303
739,8.330948888925153,10.19767482580672
740,7.028740130036261,14.995427147631345
741,1.3182515373367094,9.196703443825466
742,2.440846066528597,13.968109659966938
743,3.7503628446086426,10.526722254777466
744,5.052182100421668,6.92574774977083
745,6.035318040938246,15.544120575312549
746,3.548512373693069,12.972132539872256
747,5.373533528954157,9.636936906971307
748,3.489234135293355,12.181513778601847
749,3.7769643940161037,8.78888969800628
750,2.1866778063035555,12.487447105178626
751,3.1535335077781914,2.8267643041481216
752,2.2966307887673327,6.940595998916219
753,3.0482534940453343,12.937779232860889
754,7.107283593215679,9.251033385343241
755,3.1012022223361138,10.622626884666225
756,10.26476412967478,5.959643013653697
757,5.9866358017617785,15.54360098710631
758,5.369672247389747,13.57158893115303
759,3.2832844396375727,9.397944344874011
760,6.4006197588179825,8.785912429410022
761,3.848724347524452,13.08881308425908
